event_id,event_name,event_date,driver_type,impact_cycle,predictability,industry,intensity_score,source_note
A_20250314_601336,涨停异动_新华保险_2025-03-14,2025-03-14,公司/市场异动事件,脉冲型事件,突发型事件,J68保险业,4,近一年交易数据规则抽取
A_20250314_601689,涨停异动_拓普集团_2025-03-14,2025-03-14,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250314_603001,涨停异动_奥康国际_2025-03-14,2025-03-14,公司/市场异动事件,脉冲型事件,突发型事件,C19皮革、毛皮、羽毛及其制品和制鞋业,4,近一年交易数据规则抽取
A_20250314_603063,涨停异动_禾望电气_2025-03-14,2025-03-14,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,5,近一年交易数据规则抽取
A_20250314_603093,涨停异动_南华期货_2025-03-14,2025-03-14,公司/市场异动事件,脉冲型事件,突发型事件,J67资本市场服务,4,近一年交易数据规则抽取
A_20250314_603119,涨停异动_浙江荣泰_2025-03-14,2025-03-14,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,5,近一年交易数据规则抽取
A_20250314_603168,涨停异动_莎普爱思_2025-03-14,2025-03-14,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,5,近一年交易数据规则抽取
A_20250314_603206,跌停异动_嘉环科技_2025-03-14,2025-03-14,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,5,近一年交易数据规则抽取
A_20250314_603214,涨停异动_爱婴室_2025-03-14,2025-03-14,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250317_600208,涨停异动_衢州发展_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250317_600211,涨停异动_西藏药业_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250317_600363,涨停异动_联创光电_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250317_600467,涨停异动_好当家_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,A04渔业,4,近一年交易数据规则抽取
A_20250317_600539,跌停异动_狮头股份_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20250317_600592,放量上涨异动_龙溪股份_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20250317_600610,涨停异动_中毅达_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,5,近一年交易数据规则抽取
A_20250317_600624,涨停异动_ST复华_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,5,近一年交易数据规则抽取
A_20250317_600708,涨停异动_光明地产_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250317_600797,放量上涨异动_浙大网新_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,4,近一年交易数据规则抽取
A_20250317_600839,放量上涨异动_四川长虹_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,3,近一年交易数据规则抽取
A_20250317_600889,放量上涨异动_南京化纤_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,C28化学纤维制造业,3,近一年交易数据规则抽取
A_20250317_600892,涨停异动_*ST大晟_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,4,近一年交易数据规则抽取
A_20250317_601798,涨停异动_蓝科高新_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20250317_603001,涨停异动_奥康国际_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,C19皮革、毛皮、羽毛及其制品和制鞋业,4,近一年交易数据规则抽取
A_20250317_603139,涨停异动_康惠股份_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250317_603166,涨停异动_福达股份_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250317_603183,涨停异动_建研院_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,M74专业技术服务业,5,近一年交易数据规则抽取
A_20250317_603196,涨停异动_日播时尚_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,C18纺织服装、服饰业,4,近一年交易数据规则抽取
A_20250317_603214,涨停异动_爱婴室_2025-03-17,2025-03-17,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,5,近一年交易数据规则抽取
A_20250318_600403,涨停异动_大有能源_2025-03-18,2025-03-18,公司/市场异动事件,脉冲型事件,突发型事件,B06煤炭开采和洗选业,4,近一年交易数据规则抽取
A_20250318_600589,涨停异动_大位科技_2025-03-18,2025-03-18,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,5,近一年交易数据规则抽取
A_20250318_600610,涨停异动_中毅达_2025-03-18,2025-03-18,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,4,近一年交易数据规则抽取
A_20250318_600797,涨停异动_浙大网新_2025-03-18,2025-03-18,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,5,近一年交易数据规则抽取
A_20250318_601933,放量上涨异动_永辉超市_2025-03-18,2025-03-18,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,3,近一年交易数据规则抽取
A_20250318_603090,涨停异动_宏盛股份_2025-03-18,2025-03-18,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20250318_603109,涨停异动_神驰机电_2025-03-18,2025-03-18,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,5,近一年交易数据规则抽取
A_20250318_603139,涨停异动_康惠股份_2025-03-18,2025-03-18,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250318_603211,涨停异动_晋拓股份_2025-03-18,2025-03-18,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,5,近一年交易数据规则抽取
A_20250319_600101,放量上涨异动_明星电力_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250319_600178,涨停异动_东安动力_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250319_600183,跌停异动_生益科技_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250319_600185,涨停异动_珠免集团_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,L72商务服务业,4,近一年交易数据规则抽取
A_20250319_600243,涨停异动_*ST海华_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20250319_600403,涨停异动_大有能源_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,B06煤炭开采和洗选业,4,近一年交易数据规则抽取
A_20250319_600610,放量上涨异动_中毅达_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,4,近一年交易数据规则抽取
A_20250319_600692,涨停异动_亚通股份_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,5,近一年交易数据规则抽取
A_20250319_600698,涨停异动_湖南天雁_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,5,近一年交易数据规则抽取
A_20250319_600979,涨停异动_广安爱众_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,5,近一年交易数据规则抽取
A_20250319_601020,放量上涨异动_华钰矿业_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,B09有色金属矿采选业,4,近一年交易数据规则抽取
A_20250319_601619,涨停异动_嘉泽新能_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250319_603072,涨停异动_天和磁材_2025-03-19,2025-03-19,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20250320_600063,涨停异动_皖维高新_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,5,近一年交易数据规则抽取
A_20250320_600097,涨停异动_开创国际_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,A04渔业,4,近一年交易数据规则抽取
A_20250320_600243,涨停异动_*ST海华_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20250320_600320,涨停异动_振华重工_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20250320_600408,涨停异动_安泰集团_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C31黑色金属冶炼和压延加工业,4,近一年交易数据规则抽取
A_20250320_600495,放量上涨异动_晋西车轴_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,3,近一年交易数据规则抽取
A_20250320_600550,涨停异动_保变电气_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20250320_600716,涨停异动_凤凰股份_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250320_600758,涨停异动_辽宁能源_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,B06煤炭开采和洗选业,4,近一年交易数据规则抽取
A_20250320_600797,涨停异动_浙大网新_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,5,近一年交易数据规则抽取
A_20250320_600876,涨停异动_凯盛新能_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250320_600960,涨停异动_渤海汽车_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250320_601015,涨停异动_陕西黑猫_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C25石油、煤炭及其他燃料加工业,4,近一年交易数据规则抽取
A_20250320_601218,涨停异动_吉鑫科技_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C33金属制品业,5,近一年交易数据规则抽取
A_20250320_601799,涨停异动_星宇股份_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250320_601886,涨停异动_江河集团_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,E50建筑装饰、装修和其他建筑业,4,近一年交易数据规则抽取
A_20250320_601890,涨停异动_亚星锚链_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,5,近一年交易数据规则抽取
A_20250320_603028,涨停异动_赛福天_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C33金属制品业,5,近一年交易数据规则抽取
A_20250320_603119,放量上涨异动_浙江荣泰_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,3,近一年交易数据规则抽取
A_20250320_603124,涨停异动_江南新材_2025-03-20,2025-03-20,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20250321_600097,涨停异动_开创国际_2025-03-21,2025-03-21,公司/市场异动事件,脉冲型事件,突发型事件,A04渔业,4,近一年交易数据规则抽取
A_20250321_600156,放量上涨异动_华升股份_2025-03-21,2025-03-21,公司/市场异动事件,脉冲型事件,突发型事件,C17纺织业,3,近一年交易数据规则抽取
A_20250321_600203,跌停异动_福日电子_2025-03-21,2025-03-21,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,5,近一年交易数据规则抽取
A_20250321_600243,涨停异动_*ST海华_2025-03-21,2025-03-21,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,5,近一年交易数据规则抽取
A_20250321_600320,涨停异动_振华重工_2025-03-21,2025-03-21,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
